timestamp,open,high,low,close,volume
2018-01-02,143.16000366210938,143.22000122070312,140.91000366210938,141.1300048828125,1880600
2018-01-03,141.0500030517578,142.5,140.86000061035156,141.67999267578125,1770500
2018-01-04,141.44000244140625,141.9600067138672,139.5800018310547,139.61000061035156,1729600
2018-01-05,140.22999572753906,140.6999969482422,139.58999633789062,140.50999450683594,2119400
2018-01-08,140.66000366210938,143.24000549316406,140.66000366210938,142.00999450683594,1882100
2018-01-09,142.10000610351562,142.25,140.86000061035156,141.0500030517578,1581600
2018-01-10,140.41000366210938,140.60000610351562,136.02999877929688,137.61000061035156,3330500
2018-01-11,138.0,138.00999450683594,134.50999450683594,134.97000122070312,3244000
2018-01-12,135.38999938964844,135.5,132.5399932861328,133.0,3197300
2018-01-16,133.24000549316406,138.0,133.24000549316406,135.6300048828125,3193900
2018-01-17,136.1199951171875,137.16000366210938,135.5500030517578,136.63999938964844,1999700
2018-01-18,136.5800018310547,136.6699981689453,134.72000122070312,135.19000244140625,3416400
2018-01-19,135.89999389648438,137.67999267578125,134.75,137.6199951171875,3284700
2018-01-22,137.69000244140625,139.24000549316406,137.41000366210938,139.24000549316406,1826700
2018-01-23,139.50999450683594,141.44000244140625,139.1999969482422,141.1999969482422,2923400
2018-01-24,141.10000610351562,142.67999267578125,141.00999450683594,141.75999450683594,3061500
2018-01-25,142.4600067138672,143.05999755859375,141.5,142.9600067138672,2409500
2018-01-26,143.13999938964844,145.13999938964844,142.83999633789062,145.1300048828125,2107900
2018-01-29,144.89999389648438,145.99000549316406,143.67999267578125,144.3300018310547,3901700
2018-01-30,143.8800048828125,145.66000366210938,142.83999633789062,145.14999389648438,2440000
2018-01-31,145.41000366210938,148.83999633789062,145.24000549316406,147.6999969482422,3184700
2018-02-01,148.02000427246094,149.36000061035156,146.5399932861328,147.05999755859375,2351000
2018-02-02,146.44000244140625,146.74000549316406,144.22999572753906,145.22000122070312,2474600
2018-02-05,144.13999938964844,146.2899932861328,141.77000427246094,142.0399932861328,3000900
2018-02-06,140.27999877929688,142.1699981689453,137.6300048828125,140.1699981689453,3817000
2018-02-07,139.85000610351562,142.3300018310547,139.24000549316406,140.0,2245900
2018-02-08,139.8800048828125,140.92999267578125,133.4600067138672,133.57000732421875,3890100
2018-02-09,134.35000610351562,136.92999267578125,130.3699951171875,136.0500030517578,3977300
2018-02-12,136.99000549316406,137.22999572753906,133.8300018310547,136.22999572753906,3821000
2018-02-13,136.02999877929688,136.9199981689453,134.86000061035156,136.30999755859375,3710300
2018-02-14,135.02999877929688,135.89999389648438,132.6199951171875,135.47999572753906,4829300
2018-02-15,135.55999755859375,136.92999267578125,133.0399932861328,136.22000122070312,3223300
2018-02-16,135.86000061035156,141.0500030517578,135.8000030517578,140.02000427246094,3024700
2018-02-20,139.16000366210938,140.6999969482422,138.6699981689453,139.24000549316406,2220500
2018-02-21,139.42999267578125,140.25,137.33999633789062,137.44000244140625,2811400
2018-02-22,137.9600067138672,140.47999572753906,137.22999572753906,138.97999572753906,3075900
2018-02-23,139.60000610351562,141.8699951171875,138.8699951171875,141.8699951171875,1925000
2018-02-26,142.13999938964844,142.9499969482422,142.0800018310547,142.74000549316406,2214100
2018-02-27,142.72000122070312,142.99000549316406,135.80999755859375,140.6999969482422,4572500
2018-02-28,141.30999755859375,141.6199951171875,139.30999755859375,139.3300018310547,4015600
2018-03-01,139.0,139.6199951171875,134.91000366210938,135.3699951171875,3178000
2018-03-02,134.6300048828125,134.75,132.02000427246094,134.0,3224600
2018-03-05,133.27000427246094,137.24000549316406,133.27000427246094,136.80999755859375,2486100
2018-03-06,136.72999572753906,140.42999267578125,136.2100067138672,138.8800048828125,3144500
2018-03-07,137.99000549316406,140.83999633789062,137.6300048828125,140.0,2750000
2018-03-08,140.50999450683594,142.8699951171875,140.11000061035156,142.74000549316406,3025500
2018-03-09,142.6699981689453,144.32000732421875,142.52999877929688,143.5800018310547,2172300
2018-03-12,143.30999755859375,145.6999969482422,143.30999755859375,145.0800018310547,2443000
2018-03-13,145.32000732421875,150.1199951171875,145.32000732421875,146.25,2159100
2018-03-14,146.5,147.32000732421875,145.58999633789062,146.4600067138672,2467400
2018-03-15,146.97999572753906,147.42999267578125,145.91000366210938,146.64999389648438,2142800
2018-03-16,146.3699951171875,147.1999969482422,145.3699951171875,146.5500030517578,4063100
2018-03-19,146.25999450683594,146.6199951171875,144.02000427246094,145.1199951171875,2581700
2018-03-20,145.3800048828125,147.67999267578125,145.3800048828125,146.30999755859375,2491100
2018-03-21,146.80999755859375,146.80999755859375,142.17999267578125,142.3300018310547,2422300
2018-03-22,141.8699951171875,145.19000244140625,141.27999877929688,143.00999450683594,2454100
2018-03-23,142.97999572753906,144.83999633789062,141.91000366210938,142.27000427246094,2228600
2018-03-26,144.22999572753906,145.50999450683594,142.61000061035156,145.2100067138672,2172600
2018-03-27,145.13999938964844,147.14999389648438,142.97000122070312,144.4600067138672,3043200
2018-03-28,144.30999755859375,146.2100067138672,144.05999755859375,144.3000030517578,2423100
2018-03-29,144.8000030517578,145.82000732421875,143.61000061035156,145.33999633789062,2978300
2018-04-02,145.72999572753906,146.99000549316406,142.7899932861328,143.8300018310547,2705400
2018-04-03,144.08999633789062,144.8699951171875,140.38999938964844,141.4199981689453,3442400
2018-04-04,140.97999572753906,143.5500030517578,140.24000549316406,143.0500030517578,1956500
2018-04-05,143.0,145.61000061035156,142.85000610351562,144.0800018310547,2013400
2018-04-06,143.50999450683594,144.39999389648438,141.47000122070312,142.16000366210938,1527400
2018-04-09,142.36000061035156,145.00999450683594,142.36000061035156,143.19000244140625,1829700
2018-04-10,143.5,144.17999267578125,135.13999938964844,137.39999389648438,6140200
2018-04-11,136.36000061035156,141.6999969482422,136.33999633789062,139.9199981689453,2807600
2018-04-12,140.8000030517578,140.8000030517578,137.60000610351562,138.3800048828125,2805000
2018-04-13,138.89999389648438,140.4199981689453,138.1199951171875,138.89999389648438,1460400
2018-04-16,139.7899932861328,140.0399932861328,137.9499969482422,138.52000427246094,2073200
2018-04-17,139.27000427246094,142.07000732421875,138.32000732421875,141.02000427246094,2734500
2018-04-18,140.80999755859375,141.14999389648438,139.6699981689453,139.80999755859375,1773400
2018-04-19,139.1699981689453,139.61000061035156,136.67999267578125,137.4199981689453,2553000
2018-04-20,136.97000122070312,138.89999389648438,136.24000549316406,136.6199951171875,2659300
2018-04-23,137.3000030517578,138.39999389648438,136.77999877929688,138.1999969482422,1911300
2018-04-24,138.72000122070312,139.16000366210938,136.16000366210938,136.9600067138672,2430000
2018-04-25,136.14999389648438,136.9499969482422,135.36000061035156,135.72999572753906,1511900
